"created_at","updated_at","name","display_name","about"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"fire inspectors","","fire inspectors examine buildings in order to detect fire hazards and ensure that federal, state and local fire codes are met. fire investigators determine the origin and cause of fires and explosions. forest fire inspectors and prevention specialists assess outdoor fire hazards in public and residential areas."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"railroad workers","","workers in railroad occupations ensure that passenger and freight trains run on time and travel safely. some workers drive trains, some coodinate the activities of the trains and others operate signals and switches in the rail yard."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"police and detectives","","police officers protect lives and property. detectives and criminal investigators gather facts and collect evidence of possible crimes."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"private detectives and investigators","","private detectives and investigators search for information about legal, financial and personal matters. they offer many services, such as verifying peoples backgrounds and statements, finding missing persons an d investigating computer crimes"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"security guards and gaming surveillance officers","","security guards and gaming surveillance officers patrol and protect property against theft, vandalism and other illegal activity"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electrocardiogram technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electromechanical equipment assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electronic and electrical equipment repair personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"electronic equipment installers and repairers of motor vehicles","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"elementary school counselors","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"advertising sales agents","","advertising sales agents sell advertising space to businesses and individuals. they contact potential clients, make sales presentations and maintain client accounts"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"cashiers","","cashiers process payments from customers purchasing goods and services"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"insurance sales agents","","insurance sales agents contact potential customers and sell one or more types of insurance. insurance sales agents explain various insurance policies and help clients choose plans that suit them"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"models","","models pose for artists, photographers, or customers to help advertise a variety of products, including clothing, cosmetics, food and appliances. models also work as a fit or fitting model, enabling the manufacturer or fashion designer to achieve the best fit for new styles."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"real estate brokers and sales agents","","real estate brokers and sales agents help clients buy, sell and rent properties. although brokers and agents do similar work, brokers are licensed to manage their own real estate businesses. sales agents must work with a real estate broker."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"credit authorizers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"credit managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"crime scene investigators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"criminalists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"critical care nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"mates","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"mayors","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"retail sales workers","","retail sales workers help customers find products they want and process customers payments. there are two types of retail sales workers: retail salespersons, who sell retail merchandise, such as clothing, furniture, and automobiles; and parts salespersons, who sell spare and replacement parts and equipment, especially car parts"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cardiovascular nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"career counselors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"carpet installers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"carpet tile installers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cash managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"ceiling insulators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"cement masons","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"central office technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"charter bus drivers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"chauffeurs","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"sales engineers","","sales engineers sell complex scientific and technological products or services to businesses. they must have extensive knowledge of the products parts and functions and must understand the scientific processes that make these productss work."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"emergency medicaal responders","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"employee relations managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"emt","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"en route controllers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"endodontists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"engine and machine assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"engineering personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"english as a second language","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"skip tracers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"securities, commodities, and financial services sales agents","","securities, commodities, and financial services sales agents connect buyers and sellers in financial markets. they sell securities to individuals, advise companies in search of investors and conduct trades"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"travel agents","","travel agents sell transportation, lodging and admission to entertainment activities to individuals and groups planning trips. they offer advise on destinations, plan trip itineraries and make travel arrangements for clients."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"wholesale and manufacturing sales representatives","","wholesale and manufacturing sales representatives sell goods for wholesalers or manufacturers to businesses, government agencies and other organizations. they contact customers, explain the features of the products jthey are selling, negotiate prices and answer any questions that their customers may have about the products."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"elevator inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"eligibility interviewers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"emcees","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"forging machine setters","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"airline and commercial pilots","","airline and commercial pilots fly and navigate airplanes, helicopters and other aircraft"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"air traffic controllers","","air traffic controllers coordinate the movement of aircraft to maintain safe distance between them"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"bus drivers","","bus drivers transport people between various places including work, school and shopping centers across state and national borders. some drive regular routes and others transport passengers on chartered trips or sightseeing tours."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"delivery truck drivers and driver or sales workers","","delivery truck drivers and driver or sales workers pick up, transport, and drop off packages and small shipments within a local region or urban area. they drive trucks with a 26,000 pound gross vehicle weight capacity or less. most of the time, they transport merchandise from a distribution center to businesses and households"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"mechanical inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"mechanical insulators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"media and public affairs personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"mediators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"medical appliance technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"medical interpreters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"medical librarians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"medical physicists","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"flight attendants","","flight attendants provide routine services and respond to emergencies to ensure the safety and comfort of airline passengers."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"checkers","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"hand laborers and material movers","","hand laborers and material movers manually move freight, stock or other materials. some of these workers feed or remove material to or from machines, clean vehicles, pick up unwanted household goods and pack materials for moving"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"heavy and tractor trailer truck drivers","","heavy and tractor trailer truck drivers transport goods from one location to another. most tractor trailer drivers are long haul drivers and operate trucks with a gross vehicle weight capacity of more than 26,000 pounds. these drivers deliver goods over intercity routes, sometimes spanning several states."
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"material moving machine operators","","material moving machine operators use machinery to transport various objects. some operators move construction materials around building sites or excavate earth from a mine. others move goods around a warehouse or onto container ships."
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"interpreters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"interviewers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"investment bankers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"slot supervisors","",""
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"taxi drivers, ride hailing drivers, and chauffeurs","","taxi drivers, ride hailing drivers, and chauffeurs drive people to and from the places they need to go, such as homes, workplaces, airports, and shopping centers. they must be familiar with city streets and locations to take passengers to their destinations"
'2022-11-04 10:36:19.983','2022-11-04 10:36:19.983',"water transportation workers","","water and transportation workers operate and maintain vessels that take cargo and people over water. the vessels travel to and from foreign ports across the ocean and to domestic ports along the coasts, across the great lakes and along the countrys many inland waterways"
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"abdominal sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"academic librarians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"academic library technicians and assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"accounting clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"activity specialists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"addiction nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"adjudicators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"administrative law judges","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"administrative medical assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"administrative personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"administrative services librarians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"adult basic education","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"advanced emt","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"advertising managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"aerial photographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"agricultural equipment operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"agricultural managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"aircraft rigging assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"aircraft structure assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"aircraft surfaces assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"aircraft systems assemblers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"airframe and powerplant mechanics","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"airline pilots","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"anesthesiologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"animal breeders","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"animal scientists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"animal trainers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"annual campaign fundraisers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"application dbas","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"applications software developers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"approach and departure controllers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"aquaculture farmers and managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"arbitrators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"archivists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"assistant editors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"astronomers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"astrophysicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"condense matter physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"conductors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"conference interpreters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"consecutive interpreters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"conservation education foresters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"conservation land managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"conservators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"construction carpenters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"construction personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"consultant pharmacists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"groundwater hydrologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"group fitness instructors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"gynecologic sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"hairstylists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"hand laborers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"hand packagers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"hand packers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"head cooks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"headend technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"motorboat mechanics and service technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"motorboat operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"motorcycle mechanics","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"municipal clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"musculoskeletal sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"museum technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"mycologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nannies","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"neonatology nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nephrology nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"new accounts clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"news photographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nonfarm animal caretakers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"novelists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nuclear physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nuclear power reactor operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"null","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nurse anesthetists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nurse midwives","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nurse practitioners","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nursery and greenhouse managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nursery laborers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"nursing home administrators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"obstetric sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"obstetricians and gynecologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"oceanographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"onsite property managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"operating engineers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"operating technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"operational managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"ophthalmic laboratory technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"ophthalmic medical assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"optical astronomers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"optical physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"optometric assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"oral and maxillofacial lsurgeons","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"oral and maxillofacial radiologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"oral pathologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"order clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"order fillers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"orthodontists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"orthotic and prosthetic technicians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"outdoor power equipment and other small engine mechanics","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"outside sales representatives","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"painting tenders","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"painting workers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"paleontologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"paramedics","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"parasitologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"paratransit drivers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"parole officers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"particle physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"parts salespersons","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"party djs","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"patternmakers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"paving and surfacing equipment operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"payroll clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"payroll managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pediatric dentists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pediatric sonographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pension and retirement benefits actuaries","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"periodontists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"personal care aids","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"personal fitness trainers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pet sitters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"petrelum geolgists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pharmaceutical industry pharmacists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"photojournalists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"physical geographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pile driver operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pilots","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pipefitters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"plan examiners","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"planetary astronomers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"planned giving fundraisers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"planning clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"plant scientists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"plasma physicists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"playwrights","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"plumbers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"plumbing inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"podiatric medical assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"police and sheriffs patrol officers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"policy processing clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"portfolio managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"portrait photographers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"postal service clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"postal service mail carriers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"postal service mail sorters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"posting clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"poultry farmers managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pourers and casters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"power distributors and dispatchers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"power plant operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"power tool and related repairers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"powerhouse","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pretrial services officers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"private bankers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"private household chefs","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"private household cooks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"probation officers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"processing machine operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"processors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"procurement clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"procurement foresters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"producers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"product inspecting clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"production bakers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"production clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"production jewelers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"programmer analysts","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"promotions managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"property and casualty insurance actuaries","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"property and casualty insurance agents","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"property managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"prosecutors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"prosthodontists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"protective service personnel","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"psychiatrists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public address system announcers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public health microbiologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public health nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public librarians","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public library technicians and assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public relations managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public works inspectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"public interest lawyers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"publication assistants","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"pulmonary function technoogists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"purchasing agents and buyers of farm products","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"purchasing agents except wholesale or retail or farm products","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"radiation protection technicnans","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"radio and television announcers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"radio astronomers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"rail car repairers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"rail yard engineers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"railroad brake operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"railroad signal operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"railroad switch operators","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"ranchers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"range managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"ratings analysts","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"real estate asset managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"real estate brokers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"real estate managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"real estate sales agents","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"receiving clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"records and information managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"recreation leaders","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"recruiting managers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"refuse and recyclable material collectors","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"rehabilitation nurses","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"rehabilitation psychologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"reinforcing iron and rebar workers","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"repairman","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"reporters","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"research meteorologists","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"reservation and transportation ticket ages","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"resort desk clerks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"restaurant cooks","",""
'2022-11-04 10:36:20.022','2022-11-04 10:36:20.022',"retail bakers","",""
