created_at,updated_at,name,display_name
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and design surveys and determine appropriate survey methods,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and direct studies of public health problems to find ways to prevent and treat them if they arise,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and direct the installation and maintenance of computer hardware and software,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and evaluate new proejcts and consulting with other engineers and managers as necessary,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and implement comprehensive programs to prevent injury and illness among athletes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and implement interventions to support the client in meeting his or her goals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and modify products to meet customer needs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and oversee employee benefits programs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and teach lessons to help students gain the knowledge and skills needed to earn their high school equivalent diploma,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan cultural research,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan lessons in the subjects they teach such as science or history,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan menus and ensure the quality of meals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan organize and assign activities that are specific to each students abilities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan promotional campaigns such as contents and coupons or giveaways,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan pv system configurations based on customer needs and site conditions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan strategies and choose team members for each game,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan the scope of the event and including its time and location and cost,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan work procedures and using charts and technical manuals and experience,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan work procedures and using technical charts and manuals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and organize and conduct practice sessions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and organize and conduct teacher training conferences or workshops,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plan and organize and lead activities for groups or recreation centers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',planning a career change,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',planning a day’s activities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',planning my career,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',planning parties,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',planning to go to tafe or university,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',plant seedlings to reforest land,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing cards,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing computer games,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing cricket,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing golf,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing musical instruments,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing soccer,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing squash,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing tennis,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing volleyball,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',playing with my pets,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',podcast hosting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',poi,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',poker,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',polish and shape appliances and devices using hand or power tools,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',polish or buff nails,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',polo,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',pose for photos and paintings or sculptures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',position or align components and parts either manually or with hoists,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',potential environmental hazards and other factors during the planning and risk analysis stages of a project,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',pottery,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',pour and serve wine and beer and other drinks and beverages,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',powerlifting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',practical jokes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',practice playing instruments or singing to improve their technique,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',practice to develop and improve their skills,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',practising karate,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',praying practising religion,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',precisely follow orders from physicians on what areas of the body to image,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare an analysis of costs and benefits so that management can decide if it systems and computing infrastructure upgrades are financially worthwhile,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and analyze medical samples and data to investigate causes and treatment of toxicity and pathogens and chronic diseases,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and deliver technical presentations explaining products or services to existing and prospective customers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and maintain diagnostic imaging equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and organize mealtimes and snacks for children,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and set up machines and tooling for woodwork manufacturing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and submit flight plans to air traffic control,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare budget and approve expenditures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare cases and testify in court,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare chemical solutions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare cost estimates for clients,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare cost estimates and budgets and work timetables,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare drinks and food garnishes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare equipment for baking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare financial statements and business activity reports and forecasts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare food and drink orders such as sandwiches and salads and coffee,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare for performances by reviewing and interpreting musical scores,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare fruit and vegetables for cooking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare layouts and drawings of parts to be made and of the process for putting the parts together,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare memos and invoices or other reports,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare operating rooms for surgery,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare patients and the work area for treatments and procedures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare patients for procedures by taking their medical history and answering any questions about the procedure,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare patients for procedures and including taking a medical history and answering questions about the procedure,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare proposals and budgets and analyze labor costs and write reports and perform other managerial tasks,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare radioactive drugs and administer them to the patient,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare reports that document security breaches and the extent of the damage caused by the breaches,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare reports and articles or presentations detailing their research findings,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare routine reports and claims bills or orders,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare specialized types of funds and such as travelers checks and savings bonds and money orders,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare structure specifications,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare the remains for the funeral,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare written reports on emergency incidents,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare written reports on their findings,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prepare and review and and u[date environmental investigation,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prescribe antibiotics or other medications,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prescribe eyeglasses and contact lenses and other visual aids,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prescribe medications,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',prescribe medicine,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',present music and news and sports and the weather and the time and commercials,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',present plans to management and explain why they are in the organizations best interest to pursue them,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',present research results in reports and tables and charts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',preserve and maintain documents and objects,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',preside over hearings and listen to and read arguments by opposing parties,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',pressed flower craft,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',process returns and exchanges of merchandise,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',produce reports and such as balance sheets and income statements and totals by account,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',promote and sell nail and skin care products,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',promote better health by speaking to groups about diet and nutrition and the relationship between good eating habits and preventing or managing specific diseases,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',promote products and services in television commercials,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',promote properties through advertisements and open houses and and listing services,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',propose budgets for projects and programs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',protect the patients and themselves from improper exposure to radiation,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide alternative exercises during workouts or classes for different levels of fitness and skill,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide direction and encouragement and motivation to prepare athletes for games,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide first aid or emergency care,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide first aid treatment or life support care to sick or injured patients,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide for the basic comfort of patients such as helping them bathe or dress,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide general information to staff and clients or the public,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide individual and group counseling to help clients adjust to their disability,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide information about products and services,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide information on funeral service options,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide nursing care or emergency first aid to recovering or injured animals,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide professional development opportunities for staff,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide treatment for foot and ankle and lower leg ailmets,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',provide treatment for tinnitus,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',purchase flowers from wholesalers and suppliers to ensure an adequate supply to meet customers needs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',put costs and income into the software and assigning each to an appropriate account,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',put together electrical and electronic systems and prototypes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',puzzles,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',quilling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',quilting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',quizzes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',racquetball,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',radio controlled car racing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rafting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rail transport modeling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rail transport modelling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rappelling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rapping,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read and evaluate information from documents,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read and follow blueprints and sketches and other instructions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read and interpret blueprints to determine the layout of system components and to select the equipment needed for installation or repair,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read and interpret diagnostic test results to identify mechanical problems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read and review project drawings and plans to determine the size of structures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read and understand schematics and blueprints,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints and follow state and local building codes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints and specifications,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints and technical documents in order to prepare estimates,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints or drawings to calculate materials needed,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints or technical diagrams,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints to determine locations and positions and and dimensions of boiler parts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints and schematics and and diagrams to determine the method and sequence of assembly of part and machine and or piece of equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read blueprints and sketches or computer aided design and computer aided manufacturing files,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read charts and meters and gauges to monitor voltage and electricity flows,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read content and correct spelling and punctuation and grammatical errors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read gauges and meters and charts to track boiler operations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read maintenance manuals to identify repair procedures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read scripts and meet with agents and other professionals before accepting a role,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',read technical manuals to understand equipment and controls,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reading,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reading fiction,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reading magazines or newspapers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reading non fiction,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',ready patients for surgery,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',realign car frames and chassis,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rearranging the furniture in my house,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reassemble and reinstall components and engines following repairs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recalling past parties,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',receive and record cash and checks and vouchers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',receive customers prescriptions for eyeglasses or contact lenses,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',receive payments from clients,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',receive and inspect and store meat upon delivery,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recognize and evaluate injuries,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend adjustments to the assembly or production process,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend and design a plan of treatment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend changes to policies or procedures in order to improve operations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend individual investments and collections of investments which are known as portfolios,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend maintenance to improve system performance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend merchandise based on customers wants and needs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recommend software upgrades for customers existing programs and systems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reconstruct the scene of a fire or arson,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record and manage records of observations taken in the field,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record collecting,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record data from test parts and assemblies,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record observations and findings and such as the location and position of evidence,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record patient history and personal information,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record patients medical histories and symptoms,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',record speech and music and other sounds on recording equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',records,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',recycling old items,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reduce calluses and rough skin,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',refinishing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',refinishing furniture,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reflecting on how i’ve improved,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',register new patrons and issue library cards,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rehearse several hours each day to prepare for their performance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rehearse to prepare for performances,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reinforce lessons presented by teachers by reviewing material with students one on one or in small groups,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',relaxing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',relay customers orders to other kitchen staff,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',relay food and beverage orders to the kitchen staff,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',relay information to the appropriate first responder agency,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remembering beautiful scenery,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remembering the words and deeds of loving,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove and dispose of old insulation,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove and replace pictures and outlet and switch covers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove any old or broken glass before installing replacement glass,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove damaged body parts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove decay from teeth and fill cavities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove existing flooring or wall covering,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove finished products and smooth rough edges and imperfections,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove nail polish clean and trim and file nails,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove tartar and stains and plaque from teeth,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',remove unwanted hair and using wax and lasers or other approved treatments,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair and replace parts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair cracked or fractured teeth and remove teeth,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair jewelry by replacing broken clasps and altering ring sizes and or resetting stones,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair or replace broken or malfunctioning components,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair or replace faulty and damaged and malfunctioning equipment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair or replace work or defective parts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair or replace worn and defective or broken parts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repair wings and brakes and electrical systems and other aircraft components,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',repairing things around the house,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',replace damaged or rotting joists or plywood,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',replace defective parts using hand tools or power tools,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',replace worn or malfunctioning components,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',report any incidents they encounter on the road to a dispatcher,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',report malfunctioning equipment to supervisors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',report on inmate conduct,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',report serious mechanical problems to the appropriate personnel,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',report to a dispatcher any incidents encountered on the road,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',report work progress and budget matters to clients,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',represent companies and brands at conventions and trade shows and other events,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',reproduce and isolate and diagnose problems,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research and identify behavioral or emotional patterns,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research compensation and benefits policies and plans,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research economic issues,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research emerging technologies to decide if installing them can increase the organizations efficiency and effectiveness,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research legal issues,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research political subjects,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research propsective donors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research the effects of substances such as drugs and hormones and and nutrients on tissues and biological processes,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research the various ways a particular product might be used and who will use it,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research their characters personal traits and circumstances to portray the characters more authentically,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research topics and stories that n editor or news director has assigned to them,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research upcoming projects to help create realistic designs or animations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',research ways to minimize the negative impacts of erosion and sedimentation or pollution on the environment,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',resolve customer complaints regarding sales and service,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',respond to 911 calls for emergency medical assistance,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',respond to emergencies,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',respond to emergency and nonemergency calls,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',respond to information requests from the media,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',restrain animals during examination and laboratory procedures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',restrain animals during exams or procedures,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review and edit drafts prepared by speech recognition software and making sure that the transcription is correct,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review and recommend textbooks and other educational materials,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review applications to determine if each potential student should be admitted,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review balance sheets and operating income and expense accounts and and loan documentation to confirm institution assets and liabilities,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review blueprints and specifications to determine the amount and type of insulation needed,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review company financial reports and seek ways to reduce costs,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review damage reports and prepare cost estimates and plan work,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review filed tax returns to determine whether credits and deductions claimed are allowed by law,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review images or test results to check for quality and adequate coverage of the areas needed for diagnoses,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review managers budget proposals for completeness and accuracy and compliance with laws and other regulations,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review or make changes to customer accounts,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review patients medical history and any referrals or notes from doctors and surgeons or other healthcare workers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review patients medical history and ask the patients questions and observe them doing tasks,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review patients records for timeliness and completeness accuracy and approprietness of data,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review plans and specifications for new machinery and equipment to make sure that they meet safety requirements,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review plans to ensure they meet building codes and local ordinances and zoning regulations and and contract specifications,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review technical manuals and regularly attend training sessions,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review test results to identify any abnormal findings,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',review text and graphics or other materials created by writers and designers,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rewrite text to make it easier for readers to understand,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',riding a motorbike,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',road biking,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',robot combat,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rock balancing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rock climbing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rock tumbling,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',roller derby,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',roller skating,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',roller skating or blading,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rubik's cube,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rugby,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',rugby league football,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',running,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',sailing,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',sand art,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',satellite watching,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',saving money,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',saying “i love you”,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',scan or register customers purchases,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',schedule and confirm appointments and maintain calendars,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',schedule appointments and receive customers or visitors,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',schedule appointments and update calendar events,
'2022-11-06 00:14:53.340','2022-11-06 00:14:53.340',schedule patient appointments,
