"created_at","action_name","path_name"
'2022-11-06 00:16:49.031',"evaluate levels of speech language or swallowing difficulty","speech language pathologists"
'2022-11-06 00:16:49.031',"identify treatment options","speech language pathologists"
'2022-11-06 00:16:49.031',"create and carry out an individualized treatment plan that addresses specific functional needs","speech language pathologists"
'2022-11-06 00:16:49.031',"teach children and adults how to make sounds and improve their voices and maintain fluency","speech language pathologists"
'2022-11-06 00:16:49.031',"examine animals to diagnose their health problems","veterinarians"
'2022-11-06 00:16:49.031',"treat and dress wounds","veterinarians"
'2022-11-06 00:16:49.031',"perform surgery on animals","veterinarians"
'2022-11-06 00:16:49.031',"test for and vaccinate against diseases","veterinarians"
'2022-11-06 00:16:49.031',"operate medical equipment","veterinarians"
'2022-11-06 00:16:49.031',"prescribe medications","veterinarians"
'2022-11-06 00:16:49.031',"euthanize animals","veterinarians"
'2022-11-06 00:16:49.031',"feed bath and exercise animals","veterinary assistants laboratory animal caretakers"
'2022-11-06 00:16:49.031',"clean and disinfect cages kennels and examination and operating rooms","veterinary assistants laboratory animal caretakers"
'2022-11-06 00:16:49.031',"restrain animals during examination and laboratory procedures","veterinary assistants laboratory animal caretakers"
'2022-11-06 00:16:49.031',"maintain and sterilize surgical instruments and equipment","veterinary assistants laboratory animal caretakers"
'2022-11-06 00:16:49.031',"monitor and care for animals after surgery","veterinary assistants laboratory animal caretakers"
'2022-11-06 00:16:49.031',"help provide emergency first aid to sick and injured animals","veterinary assistants laboratory animal caretakers"
'2022-11-06 00:16:49.031',"observe the behavior and condition of animals","veterinary technologists veterinary technicians"
'2022-11-06 00:16:49.031',"provide nursing care or emergency first aid to recovering or injured animals","veterinary technologists veterinary technicians"
'2022-11-06 00:16:49.031',"bath animals clip nails or claws and brush or cut animals hair","veterinary technologists veterinary technicians"
'2022-11-06 00:16:49.031',"restrain animals during exams or procedures","veterinary technologists veterinary technicians"
'2022-11-06 00:16:49.031',"administer anesthesia to animals and monitor their responses","veterinary technologists veterinary technicians"
'2022-11-06 00:16:49.031',"diagnose mechanical or electrical problems","aircraft and avionics equipment mechanics and technicians"
'2022-11-06 00:16:49.031',"repair wings brakes electrical systems and other aircraft components","aircraft and avionics equipment mechanics and technicians"
'2022-11-06 00:16:49.031',"replace defective parts using hand tools or power tools","aircraft and avionics equipment mechanics and technicians"
'2022-11-06 00:16:49.031',"examine replacement aircraft parts for defects","aircraft and avionics equipment mechanics and technicians"
'2022-11-06 00:16:49.031',"read maintenance manuals to identify repair procedures","aircraft and avionics equipment mechanics and technicians"
'2022-11-06 00:16:49.031',"consult with customers read work orders and determine work required","diesel service technicians and mechanics"
'2022-11-06 00:16:49.031',"plan work procedures using technical charts and manuals","diesel service technicians and mechanics"
'2022-11-06 00:16:49.031',"inspect brake systems and steering mechanisms transmissions engines and other parts of vehicles","diesel service technicians and mechanics"
'2022-11-06 00:16:49.031',"follow checklists to ensure that all critical parts are examined","diesel service technicians and mechanics"
'2022-11-06 00:16:49.031',"read and interpret diagnostic test results to identify mechanical problems","diesel service technicians and mechanics"
'2022-11-06 00:16:49.031',"discuss problems and requirements with customers","electrical and electronics installers and repairers"
'2022-11-06 00:16:49.031',"inspect and test equipment","electrical and electronics installers and repairers"
'2022-11-06 00:16:49.031',"reproduce isolate and diagnose problems","electrical and electronics installers and repairers"
'2022-11-06 00:16:49.031',"disassemble equipment as necessary to access problematic components","electrical and electronics installers and repairers"
'2022-11-06 00:16:49.031',"clean repair and replace components","electrical and electronics installers and repairers"
'2022-11-06 00:16:49.031',"maintain and repair machines mechanical equipment and buildings","general maintenance and repair workers"
'2022-11-06 00:16:49.031',"fix or replace faulty electrical switches outlets and circuit breakers","general maintenance and repair workers"
'2022-11-06 00:16:49.031',"inspect and diagnose problems and figure out the best way to correct them","general maintenance and repair workers"
'2022-11-06 00:16:49.031',"perform routine preventive maintenance to ensure that machines continue to run smoothly","general maintenance and repair workers"
'2022-11-06 00:16:49.031',"install clean and maintain hvacr systems","heating air conditioning and refrigeration mechanics and installers"
'2022-11-06 00:16:49.031',"install electrical components and wiring","heating air conditioning and refrigeration mechanics and installers"
'2022-11-06 00:16:49.031',"inspect and test hvacr systems and components","heating air conditioning and refrigeration mechanics and installers"
'2022-11-06 00:16:49.031',"discuss system malfunctions with customers","heating air conditioning and refrigeration mechanics and installers"
'2022-11-06 00:16:49.031',"repair or replace work or defective parts","heating air conditioning and refrigeration mechanics and installers"
'2022-11-06 00:16:49.031',"recommend maintenance to improve system performance","heating air conditioning and refrigeration mechanics and installers"
'2022-11-06 00:16:49.031',"consult equipment operating manuals blueprints and drawings","heavy vehicle and mobile equipment service technicians"
'2022-11-06 00:16:49.031',"perform scheduled maintenance","heavy vehicle and mobile equipment service technicians"
'2022-11-06 00:16:49.031',"diagnose and identify malfunctions using computerized tools and equipment","heavy vehicle and mobile equipment service technicians"
'2022-11-06 00:16:49.031',"inspect repair and replace defective or worn parts","heavy vehicle and mobile equipment service technicians"
'2022-11-06 00:16:49.031',"overhaul and test major components","heavy vehicle and mobile equipment service technicians"
'2022-11-06 00:16:49.031',"disassemble and reassemble heavy equipment and components","heavy vehicle and mobile equipment service technicians"
'2022-11-06 00:16:49.031',"read technical manuals to understand equipment and controls","industrial machinery mechanics machinery maintenance workers millwrights"
'2022-11-06 00:16:49.031',"disassemble machinery and equipment when there is a problem","industrial machinery mechanics machinery maintenance workers millwrights"
'2022-11-06 00:16:49.031',"repair or replace broken or malfunctioning components","industrial machinery mechanics machinery maintenance workers millwrights"
'2022-11-06 00:16:49.031',"perform tests and run initial batches to make sure that the machine is running smoothly","industrial machinery mechanics machinery maintenance workers millwrights"
'2022-11-06 00:16:49.031',"install and maintain and or repair the power lines that move electricity","line installers and repairers"
'2022-11-06 00:16:49.031',"identify defective devices voltage regulators transformers and switches","line installers and repairers"
'2022-11-06 00:16:49.031',"inspect and test power lines and auxiliary equipment","line installers and repairers"
'2022-11-06 00:16:49.031',"string power lines between poles towers and buildings","line installers and repairers"
'2022-11-06 00:16:49.031',"climb poles and transmission towers and use truck mounted buckets to get to equipment","line installers and repairers"
'2022-11-06 00:16:49.031',"install medical equipment","medical equipment repairers"
'2022-11-06 00:16:49.031',"test and calibrate parts and equipment","medical equipment repairers"
'2022-11-06 00:16:49.031',"repair and replace parts","medical equipment repairers"
'2022-11-06 00:16:49.031',"perform preventive maintenance and service","medical equipment repairers"
'2022-11-06 00:16:49.031',"keep records of maintenance and repairs","medical equipment repairers"
'2022-11-06 00:16:49.031',"review technical manuals and regularly attend training sessions","medical equipment repairers"
'2022-11-06 00:16:49.031',"oversee training and development staff","training and development managers"
'2022-11-06 00:16:49.031',"assess employees needs for training","training and development managers"
'2022-11-06 00:16:49.031',"align training with the organizations strategic goals","training and development managers"
'2022-11-06 00:16:49.031',"create and manage training budgets","training and development managers"
'2022-11-06 00:16:49.031',"develop and implement training programs that make the best use of available resources","training and development managers"
'2022-11-06 00:16:49.031',"sharpen and adjust knives and cutting equipment","butchers"
'2022-11-06 00:16:49.031',"receive inspect and store meat upon delivery","butchers"
'2022-11-06 00:16:49.031',"cut debone or grind pieces of meat","butchers"
'2022-11-06 00:16:49.031',"weigh wrap and display meat or meat products","butchers"
'2022-11-06 00:16:49.031',"cut or prepare meats to specification or customers orders","butchers"
'2022-11-06 00:16:49.031',"store meats in refrigerators or freezers at the required temperature","butchers"
'2022-11-06 00:16:49.031',"discuss equipment issues maintenance plans and work performed with customers","small engine mechanics"
'2022-11-06 00:16:49.031',"perform routine engine maintenance","small engine mechanics"
'2022-11-06 00:16:49.031',"test and inspect engines for malfunctioning parts","small engine mechanics"
'2022-11-06 00:16:49.031',"adjust components according to specifications","small engine mechanics"
'2022-11-06 00:16:49.031',"repair or replace worn defective or broken parts","small engine mechanics"
'2022-11-06 00:16:49.031',"reassemble and reinstall components and engines following repairs","small engine mechanics"
'2022-11-06 00:16:49.031',"install communications equipment in offices and private homes and buildings that are under construction","telecommunications equipment installers and repairers"
'2022-11-06 00:16:49.031',"set up rearrange and replace routing and dialing equipment","telecommunications equipment installers and repairers"
'2022-11-06 00:16:49.031',"inspect and service equipment wiring and phone jacks","telecommunications equipment installers and repairers"
'2022-11-06 00:16:49.031',"repair or replace faulty damaged and malfunctioning equipment","telecommunications equipment installers and repairers"
'2022-11-06 00:16:49.031',"inspect the exterior and physical integrity of wind turbine towers","wind turbine technicians"
'2022-11-06 00:16:49.031',"climb wind turbine towers to inspect or repair wind turbine equipment","wind turbine technicians"
'2022-11-06 00:16:49.031',"perform routine maintenance on wind turbines","wind turbine technicians"
'2022-11-06 00:16:49.031',"test and troubleshoot electrical mechanical and hydraulic components and systems","wind turbine technicians"
'2022-11-06 00:16:49.031',"replace worn or malfunctioning components","wind turbine technicians"
'2022-11-06 00:16:49.031',"analytical chemists forensic chemists inorganic chemists medicinal chemists organic chemists physical chemists theoretical chemists","chemists materials scientists"
'2022-11-06 00:16:49.031',"facilitate communication between disputants to guide parties toward mutual agreement","arbitrators mediators conciliators"
'2022-11-06 00:16:49.031',"clarify issues concerns needs and interests of all parties involved","arbitrators mediators conciliators"
'2022-11-06 00:16:49.031',"conduct initial meetings with disputants to outline the arbitration process","arbitrators mediators conciliators"
'2022-11-06 00:16:49.031',"settle procedural matters such as fees or determine details such as witness numbers and time requirements","arbitrators mediators conciliators"
'2022-11-06 00:16:49.031',"setup appointments for parties to meet for mediation or arbitration","arbitrators mediators conciliators"
'2022-11-06 00:16:49.031',"interview claimants agents or witnesses to obtain information about disputed issues","arbitrators mediators conciliators"
'2022-11-06 00:16:49.031',"attend depositions hearings proceedings and other events that require written transcripts","court reporters"
'2022-11-06 00:16:49.031',"capture spoken dialogue with specialized equipment including stenography machines video and audio recording devices and covered microphones","court reporters"
'2022-11-06 00:16:49.031',"research legal issues","judges and hearing officers"
'2022-11-06 00:16:49.031',"read and evaluate information from documents","judges and hearing officers"
'2022-11-06 00:16:49.031',"preside over hearings and listen to and read arguments by opposing parties","judges and hearing officers"
'2022-11-06 00:16:49.031',"determine if the information presented supports the charge claim or dispute","judges and hearing officers"
'2022-11-06 00:16:49.031',"decide if the procedure is being conducted according to the rules of law","judges and hearing officers"
'2022-11-06 00:16:49.031',"advise and represent clients in courts before government agencies and in private legal matters","lawyers"
'2022-11-06 00:16:49.031',"communicate with their clients colleagues judges and others involved in the case","lawyers"
'2022-11-06 00:16:49.031',"conduct research and analysis of legal problems","lawyers"
'2022-11-06 00:16:49.031',"interpret laws rulings and regulars for individuals and businesses","lawyers"
'2022-11-06 00:16:49.031',"investigate and gather the facts of a case","paralegals and legal assistants"
'2022-11-06 00:16:49.031',"conduct research on relevant laws regulations and legal articles","paralegals and legal assistants"
'2022-11-06 00:16:49.031',"organize and maintain documents in paper or electronic filing systems","paralegals and legal assistants"
'2022-11-06 00:16:49.031',"gather and arrange evidence and other legal documents for attorney review and case preparation","paralegals and legal assistants"
'2022-11-06 00:16:49.031',"write or summarie reports to help lawyers prepare for trials","paralegals and legal assistants"
'2022-11-06 00:16:49.031',"follow protocols to collect prepare analyze and properly store crop or animal samples","agricultural and food science technicians"
'2022-11-06 00:16:49.031',"operate farm equipment and maintain agricultural production areas to conform to scientific testing parameters","agricultural and food science technicians"
'2022-11-06 00:16:49.031',"examine animal and crop specimens to determine the presence of diseases or other problems","agricultural and food science technicians"
'2022-11-06 00:16:49.031',"measure ingredients used in animal feed and other inputs","agricultural and food science technicians"
'2022-11-06 00:16:49.031',"conduct research and experiments to improve the productivity and sustainability of field crops and farm animals","agricultural and food scientists"
'2022-11-06 00:16:49.031',"create new food products and develop new and better ways to process package and deliver them","agricultural and food scientists"
'2022-11-06 00:16:49.031',"study the composition of soil a it relates to plant growth and research ways to improve it","agricultural and food scientists"
'2022-11-06 00:16:49.031',"communicate research findings to the scientific community food producers and the public","agricultural and food scientists"
'2022-11-06 00:16:49.031',"measure temperature atmospheric pressure humidity wind speed dew point and other properties of the atmosphere","atmospheric scientists meteorologists"
'2022-11-06 00:16:49.031',"use computer models that analyze data about the atmosphere","atmospheric scientists meteorologists"
'2022-11-06 00:16:49.031',"write computer models that analyze data about the atmosphere","atmospheric scientists meteorologists"
'2022-11-06 00:16:49.031',"write computer programs to support their modeling efforts","atmospheric scientists meteorologists"
'2022-11-06 00:16:49.031',"conduct research to improve understanding of weather phenomena","atmospheric scientists meteorologists"
'2022-11-06 00:16:49.031',"plan and conduct complex projects in basic and applied research","biochemists and biophysicists"
'2022-11-06 00:16:49.031',"manage laboratory teams and monitor the quality of their work","biochemists and biophysicists"
'2022-11-06 00:16:49.031',"isolate analyze and synthesize proteins fats dna and other molecules","biochemists and biophysicists"
'2022-11-06 00:16:49.031',"research the effects of substances such as drugs hormones and nutrients on tissues and biological processes","biochemists and biophysicists"
'2022-11-06 00:16:49.031',"set up maintain and clean laboratory instruments and equipment such as microscopes and scales pipets and test tubes","biological technicians"
'2022-11-06 00:16:49.031',"gather and prepare biological samples for laboratory analysis","biological technicians"
'2022-11-06 00:16:49.031',"conduct bio logical tests and experiments","biological technicians"
'2022-11-06 00:16:49.031',"document their work including procedures observations and results","biological technicians"
'2022-11-06 00:16:49.031',"analyze experimental data and interpret results","biological technicians"
'2022-11-06 00:16:49.031',"monitor chemical processes and test the quality of products to make sure that they meet standards and specifications","chemical technicians"
'2022-11-06 00:16:49.031',"setup and maintain laboratory instruments and equipment","chemical technicians"
'2022-11-06 00:16:49.031',"troubleshoot production problems or malfunctioning instruments","chemical technicians"
'2022-11-06 00:16:49.031',"prepare chemical solutions","chemical technicians"
'2022-11-06 00:16:49.031',"oversee forestry and conservation activities to ensure compliance with government regulations and habitat protection","conservation scientists foresters"
'2022-11-06 00:16:49.031',"negotiate terms and conditions for forest harvesting and for land use contracts","conservation scientists foresters"
'2022-11-06 00:16:49.031',"establish plans for managing forest lands and resources","conservation scientists foresters"
'2022-11-06 00:16:49.031',"research economic issues","economists"
'2022-11-06 00:16:49.031',"conduct surveys and collect data","economists"
'2022-11-06 00:16:49.031',"analyze data using mathematical models and statistical techniques and software","economists"
'2022-11-06 00:16:49.031',"present research results in reports tables and charts","economists"
'2022-11-06 00:16:49.031',"interpret and forecast market trends","economists"
'2022-11-06 00:16:49.031',"advise businesses governments and individuals on economic topics","economists"
'2022-11-06 00:16:49.031',"inspect establishments to ensure that there are no environmental health or safety hazards","environmental science and protection technicians"
'2022-11-06 00:16:49.031',"set up and maintain equipment used to monitor pollution levels and such as remote sensors that measure emissions from smokestacks","environmental science and protection technicians"
'2022-11-06 00:16:49.031',"collect samples of air soil water and other materials for laboratory analysis","environmental science and protection technicians"
'2022-11-06 00:16:49.031',"clearly label track and ensure the integrity of samples being transported to the laboratory","environmental science and protection technicians"
'2022-11-06 00:16:49.031',"determine data collection methods for research projects investigations and surveys","environmental scientists and specialists"
'2022-11-06 00:16:49.031',"collect and compile environmental data from samples of air soil water food and other materials for scientific analysis","environmental scientists and specialists"
'2022-11-06 00:16:49.031',"analyze samples and surveys and other information to identify and assess threats to the environment","environmental scientists and specialists"
'2022-11-06 00:16:49.031',"plan and direct studies of public health problems to find ways to prevent and treat them if they arise","epidemiologists"
'2022-11-06 00:16:49.031',"collect and analyze data through observations interviews and surveys and by using samples of blood or other bodily fluids to find the causes of diseases or other health problems","epidemiologists"
'2022-11-06 00:16:49.031',"communicate their findings to health practitioners policy makers and the public","epidemiologists"
'2022-11-06 00:16:49.031',"analyze crime scenes to determine what evidence should be collected and how","forensic science technicians"
'2022-11-06 00:16:49.031',"take photographs of the crime scene and evidence","forensic science technicians"
'2022-11-06 00:16:49.031',"make sketches of the crime scene","forensic science technicians"
'2022-11-06 00:16:49.031',"record observations and findings and such as the location and position of evidence","forensic science technicians"
'2022-11-06 00:16:49.031',"gather geographic data through field observations maps photographs and satellite imagery and censuses","geographers"
'2022-11-06 00:16:49.031',"conduct research via surveys interviews and focus groups","geographers"
'2022-11-06 00:16:49.031',"create and modify maps or other visual representations of geographic data","geographers"
'2022-11-06 00:16:49.031',"install and maintain laboratory and field equipment","geological technicians petroleum technicians"
'2022-11-06 00:16:49.031',"gather samples such as rock mud and soil in the field and prepare samples for laboratory analysis","geological technicians petroleum technicians"
'2022-11-06 00:16:49.031',"conduct scientific tests on samples to determine their content and characteristics","geological technicians petroleum technicians"
'2022-11-06 00:16:49.031',"plan and carry out field studies in which they visit locations to collect samples and conduct survveys","geoscientists"
'2022-11-06 00:16:49.031',"analyze aerial photographs well logs rock samples and other data sources to locate deposits of natural resources and estimate their size","geoscientists"
'2022-11-06 00:16:49.031',"conduct laboratory tests on samples collected in the field","geoscientists"
'2022-11-06 00:16:49.031',"gather historical data from various sources including archives books and artifacts","historians"
'2022-11-06 00:16:49.031',"analyze and interpret historical information to determine its authenticity and significance","historians"
'2022-11-06 00:16:49.031',"trace historical developments in a particular field engage with the public through educational programs and presentations","historians"
'2022-11-06 00:16:49.031',"meet with public officials developers and the public regarding development plans and land use","urban and regional planners"
'2022-11-06 00:16:49.031',"administer government plans or policies affecting land use","urban and regional planners"
'2022-11-06 00:16:49.031',"gather and analyze data from market research censuses and economic and environmental studies","urban and regional planners"
'2022-11-06 00:16:49.031',"measure the properties of bodies of water such as volume and stream flow","hydrologists"
'2022-11-06 00:16:49.031',"collect water and soil samples to test for certain properties such as the ph or pollution levels","hydrologists"
'2022-11-06 00:16:49.031',"analyze data on the environmental impacts of pollution erosion drought and other problems","hydrologists"
'2022-11-06 00:16:49.031',"research ways to minimize the negative impacts of erosion sedimentation or pollution on the environment","hydrologists"
'2022-11-06 00:16:49.031',"design and conduct studies that investigate both human diseases and methods to prevent and treat them","medical scientists"
'2022-11-06 00:16:49.031',"prepare and analyze medical samples and data to investigate causes and treatment of toxicity pathogens and chronic diseases","medical scientists"
'2022-11-06 00:16:49.031',"standardize drug potency doses and methods to allow for the mass manufacturing and distribution of drugs and medicinal compounds,","medical scientists"
'2022-11-06 00:16:49.031',"plan and conduct complex research projects and such as improving sterilization procedures or developing new drugs to combat infectious diseases","microbiologists"
'2022-11-06 00:16:49.031',"perform laboratory experiments that are used in the diagnosis and treatment of illnesses","microbiologists"
'2022-11-06 00:16:49.031',"supervise the work of biological technicians and other workers and evaluate the accuracy of their results","microbiologists"
'2022-11-06 00:16:49.031',"monitor the performance of equipment used in nuclear experiments and power generation","nuclear technicians"
'2022-11-06 00:16:49.031',"measure the levels ad types of radiation produced by nuclear experiments power generation and other activities","nuclear technicians"
'2022-11-06 00:16:49.031',"collect samples of air water and soil and test for radioactive contamination","nuclear technicians"
'2022-11-06 00:16:49.031',"develop scientific theories and models that attempt to explain the properties of the natural world such as the force of gravity or the formation of sub atomic particles","physicists astronomers"
'2022-11-06 00:16:49.031',"plan and conduct scientific experiments and studies to test theories and discover properties of matter and energy","physicists astronomers"
'2022-11-06 00:16:49.031',"write proposals and apply for funding to conduct research","physicists astronomers"
'2022-11-06 00:16:49.031',"research political subjects","political scientists"
'2022-11-06 00:16:49.031',"collect and analyze data from sources such as public opinion surveys","political scientists"
'2022-11-06 00:16:49.031',"develop and test political theories","political scientists"
'2022-11-06 00:16:49.031',"evaluate the effects of policies and laws on government businesses and people","political scientists"
'2022-11-06 00:16:49.031',"monitor current events policy decisions and other related issues","political scientists"
'2022-11-06 00:16:49.031',"forecast political economic and social trends","political scientists"
'2022-11-06 00:16:49.031',"submit research results by giving presentations and publishing articles","political scientists"
'2022-11-06 00:16:49.031',"conduct scientific studies of behavior and brain function","psychologists"
'2022-11-06 00:16:49.031',"observe interview and survey individuals","psychologists"
'2022-11-06 00:16:49.031',"identify psychological emotional behavioral or organizational issues and diagnose disorders","psychologists"
'2022-11-06 00:16:49.031',"research and identify behavioral or emotional patterns","psychologists"
'2022-11-06 00:16:49.031',"design research projects to test theories about social issues","sociologists"
'2022-11-06 00:16:49.031',"collect data through surveys observations interviews and other sources analyze and draw conclusions from data","sociologists"
'2022-11-06 00:16:49.031',"prepare reports articles or presentations detailing their research findings","sociologists"
'2022-11-06 00:16:49.031',"conduct background research on survey topics","survey researchers"
'2022-11-06 00:16:49.031',"plan and design surveys determine appropriate survey methods","survey researchers"
'2022-11-06 00:16:49.031',"test surveys to make sure that people will understand the questions being asked","survey researchers"
'2022-11-06 00:16:49.031',"coordinate the work of survey interviewers and data collectors","survey researchers"
'2022-11-06 00:16:49.031',"account for and solve problems caused by nonresponse or other sampling issues","survey researchers"
'2022-11-06 00:16:49.031',"analyze data using statistical software and techniques","survey researchers"
'2022-11-06 00:16:49.031',"develop and conduct experimental studies with animals in controlled or natural surroundings","zoologists wildlife biologists"
'2022-11-06 00:16:49.031',"collect biological data and specimens for analysis","zoologists wildlife biologists"
'2022-11-06 00:16:49.031',"study the characteristics of animals and such as their interactions with other species reproduction population dynamics diseases and movements patterns","zoologists wildlife biologists"
'2022-11-06 00:16:49.031',"analyze the influence that human activity has on wildlife and their natural habitats","zoologists wildlife biologists"
'2022-11-06 00:16:49.031',"supervise clerical and administrative personnel","administrative services managers"
'2022-11-06 00:16:49.031',"set goals and deadlines for their department","administrative services managers"
'2022-11-06 00:16:49.031',"develop manage and monitor records","administrative services managers"
'2022-11-06 00:16:49.031',"recommend changes to policies or procedures in order to improve operations","administrative services managers"
'2022-11-06 00:16:49.031',"monitor the facility to ensure that it remains safe secure and well maintained","administrative services managers"
'2022-11-06 00:16:49.031',"work with department heads or staff to discuss topics such as budgets and contracts marketing plans and the selection of advertising media","advertising managers promotions managers marketing managers"
'2022-11-06 00:16:49.031',"plan promotional campaigns such as contents coupons or giveaways","advertising managers promotions managers marketing managers"
'2022-11-06 00:16:49.031',"plan advertising campaigns including which media to advertise in such as radio television print online media and billboards","advertising managers promotions managers marketing managers"
'2022-11-06 00:16:49.031',"negotiate advertising contracts","advertising managers promotions managers marketing managers"
'2022-11-06 00:16:49.031',"make detailed plans for development of new products and designs","architectural managers engineering managers"
'2022-11-06 00:16:49.031',"determine staff training and equipment needs","architectural managers engineering managers"
'2022-11-06 00:16:49.031',"propose budgets for projects and programs","architectural managers engineering managers"
'2022-11-06 00:16:49.031',"hire and supervise staff","architectural managers engineering managers"
'2022-11-06 00:16:49.031',"led research and development projects to produce new products processes or designs","architectural managers engineering managers"
'2022-11-06 00:16:49.031',"analyze their organizations computer needs and recommend possible upgrades for top executives to consider","computer and information systems managers"
'2022-11-06 00:16:49.031',"plan and direct the installation and maintenance of computer hardware and software","computer and information systems managers"
'2022-11-06 00:16:49.031',"ensure the security of an organizations network and electronic documents","computer and information systems managers"
'2022-11-06 00:16:49.031',"prepare cost estimates budgets and work timetables","construction managers"
'2022-11-06 00:16:49.031',"interpret and explain contracts and technical information to other professionals","construction managers"
'2022-11-06 00:16:49.031',"report work progress and budget matters to clients","construction managers"
'2022-11-06 00:16:49.031',"collaborate with architects engineers and other construction specialists","construction managers"
'2022-11-06 00:16:49.031',"manage school activities and staff","elementary middle and high school principals"
'2022-11-06 00:16:49.031',"establish and oversee class schedules","elementary middle and high school principals"
'2022-11-06 00:16:49.031',"develop implement and maintain curriculum standards","elementary middle and high school principals"
'2022-11-06 00:16:49.031',"counsel and discipline students observe teachers and evaluate their performance","elementary middle and high school principals"
'2022-11-06 00:16:49.031',"assess hazards and prepare plns to respond to emergencies and disasters in order to minimize risk to people and property","emergency management directors"
'2022-11-06 00:16:49.031',"meet with public safety officials private companies and the general public to get recommendations regarding emergency response plans","emergency management directors"
'2022-11-06 00:16:49.031',"supervise all steps of the crop production and ranging process including planting fertilizing harvesting and hearding","farmers ranchers and other agricultural managers"
'2022-11-06 00:16:49.031',"determine how to raise crops or livestock by evaluating factors such as market conditions disease soil conditions or a crops growing cycle","farmers ranchers and other agricultural managers"
'2022-11-06 00:16:49.031',"maintain farm facilities and such as water pipes hoses fences and animal shelters","farmers ranchers and other agricultural managers"
'2022-11-06 00:16:49.031',"listen to customers questions and concerns and provide answers or responses","customer service representatives"
'2022-11-06 00:16:49.031',"provide information about products and services","customer service representatives"
'2022-11-06 00:16:49.031',"take orders calculate charges and process billing or payments","customer service representatives"
'2022-11-06 00:16:49.031',"review or make changes to customer accounts","customer service representatives"
'2022-11-06 00:16:49.031',"handle returns or complaints","customer service representatives"
'2022-11-06 00:16:49.031',"prepare financial statements business activity reports and forecasts","financial managers"
'2022-11-06 00:16:49.031',"monitor financial details to ensure that legal requirements are met supervise employees who do financial reporting and budgeting","financial managers"
'2022-11-06 00:16:49.031',"review company financial reports and seek ways to reduce costs","financial managers"
'2022-11-06 00:16:49.031',"analyze market trends to maximize profits and find expansion opportunties","financial managers"
'2022-11-06 00:16:49.031',"hire train oversee and sometimes fire employees","food service managers"
'2022-11-06 00:16:49.031',"order food and beverages equipment and supplies","food service managers"
'2022-11-06 00:16:49.031',"oversee food preparation portion sizes and the overall presentation of food","food service managers"
'2022-11-06 00:16:49.031',"inspect supplies equipment and work areas","food service managers"
'2022-11-06 00:16:49.031',"work with community members and other stakeholders to identify necessary programs and services","social and community service managers"
'2022-11-06 00:16:49.031',"oversee administrative aspects of programs to meet the objectives of the stakeholders","social and community service managers"
'2022-11-06 00:16:49.031',"analyze data to determine the effectiveness of programs","social and community service managers"
'2022-11-06 00:16:49.031',"suggest and implement improvements to programs and services","social and community service managers"
'2022-11-06 00:16:49.031',"plan and coordinate an organizations workforce to best use employees talents","human resources managers"
'2022-11-06 00:16:49.031',"link an organizations management with its employees","human resources managers"
'2022-11-06 00:16:49.031',"plan and oversee employee benefits programs","human resources managers"
'2022-11-06 00:16:49.031',"serve as a consultant with other managers advising them on human resources issues","human resources managers"
'2022-11-06 00:16:49.031',"decide how best to use a plants workers and equipment to meet production goals","industrial production managers"
'2022-11-06 00:16:49.031',"ensure that production stays on schedule and within budget","industrial production managers"
'2022-11-06 00:16:49.031',"hire train and evaluate workers","industrial production managers"
'2022-11-06 00:16:49.031',"analyze production data","industrial production managers"
'2022-11-06 00:16:49.031',"write production reports","industrial production managers"
'2022-11-06 00:16:49.031',"inspect guest rooms public areas and grounds for cleanliness and appearance","lodging managers"
'2022-11-06 00:16:49.031',"ensure that company standards for guest services décor and housekeeping are met","lodging managers"
'2022-11-06 00:16:49.031',"answer questions from guests about hotel policies and services","lodging managers"
'2022-11-06 00:16:49.031',"keep track of how much money the hotel or lodging facility is making","lodging managers"
'2022-11-06 00:16:49.031',"improve efficiency and quality in delivering healthcare services","medical and health services managers"
'2022-11-06 00:16:49.031',"develop departmental goals and objectives","medical and health services managers"
'2022-11-06 00:16:49.031',"ensure that the facility in which they work is up to date on and compliant with laws and regulations","medical and health services managers"
'2022-11-06 00:16:49.031',"work with top executives to develop goals and strategies for researchers and developers","natural sciences managers"
'2022-11-06 00:16:49.031',"budget resources for projects and programs by determining staffing training and equipment needs","natural sciences managers"
'2022-11-06 00:16:49.031',"hire supervise and evaluate scientists technicians and other staff members","natural sciences managers"
'2022-11-06 00:16:49.031',"determine how many students to admit to the school","postsecondary education administrators"
'2022-11-06 00:16:49.031',"meet with prospective students and encourage them to apply","postsecondary education administrators"
'2022-11-06 00:16:49.031',"review applications to determine if each potential student should be admitted","postsecondary education administrators"
'2022-11-06 00:16:49.031',"analyze data about applicants and admitted students","postsecondary education administrators"
'2022-11-06 00:16:49.031',"supervise preschool teachers and childcare workers","preschool and childcare center directors"
'2022-11-06 00:16:49.031',"hire and train new staff members","preschool and childcare center directors"
'2022-11-06 00:16:49.031',"provide professional development opportunities for staff","preschool and childcare center directors"
'2022-11-06 00:16:49.031',"establish policies and communicate the to staff and parents","preschool and childcare center directors"
'2022-11-06 00:16:49.031',"develop educational programs and standards","preschool and childcare center directors"
'2022-11-06 00:16:49.031',"ensure instructinoal excellence","preschool and childcare center directors"
'2022-11-06 00:16:49.031',"meet with prospective renters and show them properties","property managers real estate managers community association managers"
